de_grid_id,city_name,population,avg_age,expected_parcels
1kmN3135E4094,"Düsseldorf, Stadt",,,
1kmN3081E4039,"Aachen, Stadt",,,
1kmN3087E4115,"Köln, Stadt",2224.0,40.14,55040.33
1kmN3087E4116,"Köln, Stadt",2931.0,39.97,71214.78
1kmN3087E4118,"Köln, Stadt",,,
1kmN3087E4120,"Köln, Stadt",,,
1kmN3087E4121,"Köln, Stadt",,,
1kmN3088E4040,"Aachen, Stadt",,,
1kmN3088E4041,"Aachen, Stadt",,,
1kmN3088E4043,"Aachen, Stadt",128.0,43.41,2774.73
1kmN3088E4104,"Köln, Stadt",1978.0,30.67,43886.58
1kmN3088E4105,"Köln, Stadt",29.0,28.11,423.05999999999995
1kmN3088E4106,"Köln, Stadt",1813.0,47.81,45207.850000000006
1kmN3088E4107,"Köln, Stadt",458.0,47.32,12015.529999999999
1kmN3088E4108,"Köln, Stadt",780.0,45.08,18803.13
1kmN3088E4109,"Köln, Stadt",877.0,40.65,20331.94
1kmN3082E4040,"Aachen, Stadt",,,
1kmN3088E4110,"Köln, Stadt",3950.0,41.16,98932.95000000001
1kmN3088E4111,"Köln, Stadt",3893.0,47.12,98884.11
1kmN3340E4242,"Bremen, Stadt",,,
1kmN3341E4225,"Bremen, Stadt",,,
1kmN3164E4147,"Dortmund, Stadt",50.0,47.76,962.76
1kmN3382E4231,"Bremerhaven, Stadt",,,
1kmN3075E4047,"Aachen, Stadt",,,
1kmN3153E4108,"Essen, Stadt",1343.0,48.83,33917.08
1kmN3067E4050,"Aachen, Stadt",,,
1kmN3067E4052,"Aachen, Stadt",,,
1kmN3075E4042,"Aachen, Stadt",,,
1kmN3076E4043,"Aachen, Stadt",,,
1kmN3155E4119,"Essen, Stadt",1107.0,47.65,29010.65
1kmN3088E4112,"Köln, Stadt",862.0,47.26,22374.23
1kmN3078E4040,"Aachen, Stadt",3.0,38.28,1239.8892
1kmN3156E4120,"Essen, Stadt",,,
1kmN3135E4095,"Düsseldorf, Stadt",,,
1kmN3083E4114,"Köln, Stadt",,,
1kmN3164E4148,"Dortmund, Stadt",878.0,41.68,21460.84
1kmN3088E4113,"Köln, Stadt",4097.0,47.13,106578.14000000001
1kmN3088E4114,"Köln, Stadt",173.0,41.93,4241.75
1kmN3088E4115,"Köln, Stadt",1441.0,43.76,36826.88
1kmN3164E4149,"Dortmund, Stadt",1457.0,41.26,36534.92
1kmN3088E4116,"Köln, Stadt",1140.0,41.24,27861.19
1kmN3088E4117,"Köln, Stadt",1966.0,43.6,50219.090000000004
1kmN3088E4119,"Köln, Stadt",,,
1kmN3088E4120,"Köln, Stadt",,,
1kmN3088E4121,"Köln, Stadt",,,
1kmN3135E4096,"Düsseldorf, Stadt",,,
1kmN3089E4105,"Köln, Stadt",327.0,45.04,7286.59
1kmN3089E4106,"Köln, Stadt",2061.0,44.46,51392.9
1kmN3089E4107,"Köln, Stadt",3870.0,45.65,100366.91
1kmN3089E4108,"Köln, Stadt",799.0,47.28,18386.63
1kmN3089E4109,"Köln, Stadt",863.0,38.16,22406.87
1kmN3089E4110,"Köln, Stadt",2710.0,39.76,64954.020000000004
1kmN3089E4111,"Köln, Stadt",3562.0,45.31,86832.70000000001
1kmN3089E4112,"Köln, Stadt",1026.0,47.55,25311.6
1kmN3089E4113,"Köln, Stadt",3459.0,43.35,89201.9
1kmN3089E4114,"Köln, Stadt",2660.0,41.74,67514.04000000001
1kmN3089E4115,"Köln, Stadt",6856.0,44.13,175426.03999999998
1kmN3089E4116,"Köln, Stadt",5387.0,43.35,138687.81
1kmN3089E4117,"Köln, Stadt",1291.0,46.35,34395.58
1kmN3089E4118,"Köln, Stadt",,,
1kmN3090E4103,"Köln, Stadt",,,
1kmN3090E4104,"Köln, Stadt",25.0,46.65,587.04
1kmN3148E4113,"Essen, Stadt",144.0,40.64,3478.09
1kmN3090E4105,"Köln, Stadt",65.0,48.85,1785.75
1kmN3090E4106,"Köln, Stadt",,,
1kmN3090E4107,"Köln, Stadt",365.0,42.67,8725.69
1kmN3090E4108,"Köln, Stadt",144.0,46.36,3823.2200000000003
1kmN3084E4106,"Köln, Stadt",,,
1kmN3084E4109,"Köln, Stadt",,,
1kmN3084E4110,"Köln, Stadt",,,
1kmN3084E4114,"Köln, Stadt",552.0,43.66,14092.57
1kmN3164E4150,"Dortmund, Stadt",1098.0,47.19,26844.490000000005
1kmN3164E4151,"Dortmund, Stadt",429.0,44.66,10860.79
1kmN3084E4116,"Köln, Stadt",4.0,48.41,1493.4485
1kmN3084E4117,"Köln, Stadt",,,
1kmN3085E4037,"Aachen, Stadt",,,
1kmN3090E4109,"Köln, Stadt",5490.0,48.29,146483.88
1kmN3090E4110,"Köln, Stadt",2618.0,47.77,69775.65999999999
1kmN3164E4152,"Dortmund, Stadt",117.0,44.22,2529.49
1kmN3085E4104,"Köln, Stadt",,,
1kmN3085E4105,"Köln, Stadt",11.0,36.88,221.51999999999998
1kmN3164E4155,"Dortmund, Stadt",85.0,46.86,2371.89
1kmN3165E4136,"Dortmund, Stadt",5.0,44.8,221.73000000000002
1kmN3085E4106,"Köln, Stadt",,,
1kmN3165E4137,"Dortmund, Stadt",83.0,41.06,1748.8100000000002
1kmN3165E4138,"Dortmund, Stadt",3344.0,41.91,84222.49
1kmN3165E4139,"Dortmund, Stadt",4068.0,43.67,102711.94
1kmN3165E4140,"Dortmund, Stadt",1474.0,42.18,36521.68
1kmN3165E4141,"Dortmund, Stadt",18.0,48.28,252.57999999999998
1kmN3085E4117,"Köln, Stadt",454.0,45.7,10941.07
1kmN3086E4104,"Köln, Stadt",248.0,47.48,6437.32
1kmN3165E4142,"Dortmund, Stadt",6.0,55.65,85.14
1kmN3165E4144,"Dortmund, Stadt",2051.0,38.68,49162.56
1kmN3165E4145,"Dortmund, Stadt",2901.0,46.16,73919.23999999999
1kmN3165E4146,"Dortmund, Stadt",210.0,48.21,5597.71
1kmN3165E4147,"Dortmund, Stadt",52.0,43.8,1163.74
1kmN3165E4148,"Dortmund, Stadt",1946.0,41.32,48342.64
1kmN3165E4150,"Dortmund, Stadt",3.0,21.26,654.3828
1kmN3165E4151,"Dortmund, Stadt",472.0,43.16,11871.470000000001
1kmN3165E4152,"Dortmund, Stadt",1426.0,45.56,34128.64
1kmN3165E4153,"Dortmund, Stadt",110.0,48.75,3029.13
1kmN3166E4137,"Dortmund, Stadt",88.0,41.64,2072.44
1kmN3166E4138,"Dortmund, Stadt",32.0,52.54,534.51
1kmN3086E4117,"Köln, Stadt",3608.0,44.81,93784.61
1kmN3086E4118,"Köln, Stadt",,,
1kmN3087E4103,"Köln, Stadt",,,
1kmN3166E4139,"Dortmund, Stadt",1807.0,46.22,47834.229999999996
1kmN3166E4140,"Dortmund, Stadt",146.0,48.92,3449.46
1kmN3166E4141,"Dortmund, Stadt",52.0,46.73,818.0699999999999
1kmN3166E4142,"Dortmund, Stadt",128.0,44.48,2390.3900000000003
1kmN3166E4143,"Dortmund, Stadt",33.0,45.42,515.79
1kmN3166E4144,"Dortmund, Stadt",2533.0,45.64,64212.6
1kmN3166E4145,"Dortmund, Stadt",2287.0,48.03,59110.3
1kmN3166E4146,"Dortmund, Stadt",29.0,51.62,816.1800000000001
1kmN3166E4147,"Dortmund, Stadt",259.0,46.67,6787.59
1kmN3166E4148,"Dortmund, Stadt",481.0,37.1,11664.529999999999
1kmN3166E4150,"Dortmund, Stadt",,,
1kmN3166E4151,"Dortmund, Stadt",1049.0,39.49,25501.489999999998
